,CustomerID,GrossRevenue,RecencyDays,Frequency,ReturnsNo,QtItems,ProductReturns,PurchasesNo,ProductsNo,PurchasingMonths,Clusters
1029,17555,483.26,19,0.006349206349206349,0,349,0,2,106.0,2,3
1030,12651,114.0,334,1.0,0,78,0,1,9.0,1,0
1031,16735,2269.21,78,0.02734375,2,1554,19,5,125.0,3,5
1032,16833,1106.53,0,0.011976047904191617,0,440,0,4,47.0,3,5
1033,17800,1199.01,36,0.030303030303030304,0,736,0,9,104.0,8,4
1034,16748,1515.9,17,0.015772870662460567,0,880,0,5,69.0,4,5
1035,14755,4965.38,9,0.036923076923076927,1,2217,2,11,235.0,10,2
1036,16549,4154.64,9,0.03076923076923077,0,2365,0,10,981.0,5,1
1037,13565,240.22,18,0.006329113924050633,0,172,0,2,38.0,2,3
1038,15799,880.14,75,0.011583011583011582,0,855,0,3,97.0,3,5
1039,18032,73.5,333,1.0,0,42,0,1,5.0,1,0
1040,13451,2916.45,25,0.019417475728155338,1,2143,6,5,443.0,5,1
1041,14794,1272.11,2,0.02710843373493976,2,669,4,7,80.0,5,1
1042,12539,3852.5,21,0.016025641025641024,1,2066,1,4,273.0,3,5
1043,12500,4206.27,22,0.04180064308681672,2,2671,7,11,61.0,7,4
1044,18171,1208.51,58,0.025454545454545455,2,477,4,5,54.0,6,1
1045,16279,1496.68,20,0.012779552715654952,1,1052,2,3,107.0,4,5
1046,12524,4481.72,8,0.024615384615384615,0,3599,0,8,143.0,7,4
1047,17811,7677.71,3,0.15454545454545454,12,4128,49,39,851.0,12,2
1048,16850,332.41,333,1.0,0,249,0,1,19.0,1,0
1049,14321,1526.75,10,0.015479876160990712,0,2306,0,5,122.0,5,1
1050,15326,311.71,333,1.0,0,386,0,1,29.0,1,0
1051,17849,605.8000000000001,217,0.034482758620689655,0,114,0,4,26.0,4,5
1053,14229,1450.6,51,0.02127659574468085,2,590,20,3,40.0,3,5
1054,13107,1524.07,43,0.017241379310344827,1,1288,5,4,58.0,4,5
1055,16497,2965.69,49,0.02112676056338028,0,1396,0,6,136.0,4,5
1056,16303,5305.83,25,0.012987012987012988,1,2621,38,3,162.0,3,5
1057,15281,2239.9500000000003,58,0.04363636363636364,3,1193,18,9,139.0,8,4
1058,12736,234.0,332,1.0,0,173,0,1,4.0,1,0
1059,13473,417.54,60,0.01098901098901099,1,260,6,2,21.0,2,3
1060,14320,343.11,206,0.023622047244094488,1,239,86,2,31.0,2,3
1061,12393,1582.6000000000001,71,0.01532567049808429,0,816,0,4,64.0,3,5
1062,17742,355.11,112,0.00909090909090909,0,89,0,2,15.0,2,3
1063,16351,153.9,332,1.0,0,90,0,1,8.0,1,0
1064,12601,569.5600000000001,189,0.04195804195804196,1,244,1,5,28.0,5,1
1065,13144,110.95,332,1.0,0,21,0,1,3.0,1,0
1066,15346,252.42000000000002,332,1.0,0,144,0,1,17.0,1,0
1067,15370,2360.55,40,0.0273972602739726,1,828,2,7,94.0,6,1
1068,12643,3344.64,127,0.02926829268292683,0,1808,0,6,24.0,4,5
1069,14295,154.70000000000002,39,0.006825938566552901,1,82,2,1,5.0,2,3
1070,16034,437.7,195,0.021897810218978103,0,242,0,3,22.0,2,3
1071,17365,4801.56,12,0.024922118380062305,0,4777,0,8,468.0,7,4
1072,15189,15802.14,0,0.15963855421686746,12,6035,114,41,212.0,12,2
1073,14669,1269.99,241,0.03296703296703297,0,775,0,3,170.0,2,3
1074,18095,580.0500000000001,312,0.09523809523809523,0,419,0,2,21.0,1,3
1075,15518,1911.89,63,0.048327137546468404,5,1262,11,8,214.0,5,1
1076,15749,21535.9,234,0.04081632653061224,1,9014,9014,3,10.0,2,3
1077,14209,2067.13,10,0.021739130434782608,1,688,3,6,87.0,6,1
1078,15569,1375.71,103,0.021834061135371178,0,666,0,5,31.0,3,5
1079,12728,836.33,70,0.015267175572519083,0,419,0,4,46.0,4,5
1080,17569,344.14,331,1.0,0,159,0,1,29.0,1,0
1081,13784,2462.79,9,0.034055727554179564,0,2493,0,11,31.0,9,4
1082,12724,1031.41,4,0.012195121951219513,0,445,0,4,53.0,4,5
1083,13862,2187.31,17,0.031746031746031744,2,1682,6,8,139.0,8,4
1084,16791,1706.28,28,0.02631578947368421,1,759,4,7,320.0,6,1
1085,16235,858.41,40,0.02054794520547945,1,328,2,5,46.0,5,1
1086,14270,492.65000000000003,331,1.0,0,197,0,1,29.0,1,0
1087,12665,61.75,324,0.2857142857142857,1,36,1,1,3.0,1,3
1088,12523,1745.57,1,0.03927492447129909,2,861,4,11,106.0,10,2
1089,16655,3794.52,17,0.01904761904761905,0,2367,0,6,261.0,5,1
1090,16359,1460.3700000000001,6,0.036923076923076927,3,1154,29,9,66.0,9,4
1091,16554,641.55,2,0.02127659574468085,4,311,91,3,52.0,4,5
1092,12359,6245.53,7,0.018518518518518517,2,1612,10,4,248.0,6,1
1093,15939,6102.26,89,0.06611570247933884,1,4725,3,15,76.0,9,4
1094,14587,1598.24,18,0.03194888178913738,1,759,2,9,383.0,7,4
1095,14715,863.38,24,0.013029315960912053,0,421,0,4,70.0,4,5
1096,14185,197.65,330,1.0,0,6,0,1,3.0,1,0
1097,12437,4896.66,1,0.05757575757575758,1,2917,5,18,199.0,10,2
1098,14040,3542.19,40,0.05154639175257732,3,1524,30,12,235.0,8,4
1099,12652,914.53,321,0.2,1,502,3,1,48.0,1,3
1100,14514,1055.35,60,0.014760147601476014,0,589,0,3,73.0,3,5
1101,15171,1034.5,324,0.2857142857142857,1,190,100,1,5.0,1,3
1102,14167,574.84,38,0.0136986301369863,0,150,0,4,52.0,4,5
1103,17048,864.32,114,0.027777777777777776,3,474,11,3,43.0,3,5
1104,17364,4455.73,0,0.03625377643504532,1,2680,21,11,411.0,7,4
1105,13284,196.15,322,0.2222222222222222,1,79,12,1,13.0,1,3
1106,16500,400.86,4,0.01834862385321101,0,123,0,6,11.0,3,5
1107,12951,1042.07,8,0.02476780185758514,2,500,3,6,63.0,6,1
1108,15835,954.09,43,0.013937282229965157,0,439,0,4,50.0,4,5
1109,18190,274.51,191,0.02158273381294964,1,139,1,2,15.0,2,3
1110,13993,3409.66,31,0.04013377926421405,3,892,8,9,121.0,9,4
1111,14114,386.53,273,0.03508771929824561,0,101,0,2,15.0,2,3
1112,15447,155.17,330,1.0,0,85,0,1,9.0,1,0
1113,16315,226.37,330,1.0,0,75,0,1,14.0,1,0
1114,14978,1931.42,71,0.019305019305019305,0,525,0,5,216.0,4,5
1115,16395,1486.9,60,0.01845018450184502,0,1476,0,5,210.0,4,5
1116,15510,250.0,330,1.0,0,2,0,1,1.0,1,0
1117,13614,1610.46,23,0.013029315960912053,0,570,0,4,201.0,4,5
1118,13246,1922.1,17,0.022364217252396165,1,1552,50,6,141.0,5,1
1119,15687,2981.5,8,0.034161490683229816,2,1308,2,9,166.0,7,4
1120,16493,1329.66,72,0.023255813953488372,2,1113,51,4,56.0,5,1
1121,12490,5417.93,4,0.03076923076923077,0,3064,0,10,245.0,8,4
1122,12672,225.89999999999998,329,1.0,0,78,0,1,10.0,1,0
1123,13385,534.57,329,1.0,0,281,0,1,35.0,1,0
1124,15626,675.8,74,0.00784313725490196,0,766,0,2,49.0,2,3
1125,12553,3652.25,7,0.043478260869565216,4,1924,41,10,191.0,9,4
1126,15213,325.05,318,0.25,1,270,2,2,24.0,1,3
1127,14175,3108.06,50,0.025089605734767026,4,1461,54,3,149.0,4,5
1128,18106,430.7,329,1.0,0,128,0,1,39.0,1,0
1129,15033,2571.02,4,0.033846153846153845,1,1692,3,10,510.0,8,4
1130,14329,4928.74,8,0.04361370716510903,7,3075,20,7,259.0,10,2
1131,16401,4061.24,0,0.06116207951070336,8,3858,24,12,186.0,11,2
1132,16206,537.0600000000001,54,0.014652014652014652,0,272,0,4,63.0,4,5
1133,13782,912.0,12,0.0189873417721519,0,371,0,6,115.0,5,1
1134,12924,929.95,87,0.020833333333333332,1,480,1,4,30.0,4,5
1135,16593,330.03,50,0.01079136690647482,0,116,0,3,27.0,3,5
1136,13700,2265.12,25,0.03322259136212625,0,2304,0,10,197.0,7,4
1137,13064,1119.49,12,0.012698412698412698,0,516,0,4,69.0,4,5
1138,13048,1805.91,13,0.01597444089456869,1,1230,8,4,136.0,4,5
1139,18069,2021.82,25,0.023178807947019868,2,1308,3,5,470.0,5,1
1140,13634,1575.16,32,0.017006802721088437,0,704,0,5,188.0,5,1
1141,16843,10171.82,42,0.05964912280701754,1,9854,5,16,375.0,9,4
1142,17064,859.35,58,0.011152416356877323,0,318,0,3,62.0,3,5
1143,17609,1103.92,40,0.020905923344947737,1,721,2,5,237.0,4,5
1144,15673,2881.02,87,0.016736401673640166,0,1514,0,4,155.0,4,5
1145,12626,6388.35,22,0.04276315789473684,4,3350,103,9,294.0,7,4
1146,14976,765.86,56,0.02962962962962963,1,230,4,7,72.0,5,1
1147,12388,2780.66,15,0.019230769230769232,0,1462,0,6,100.0,6,1
1148,13527,2263.76,33,0.027210884353741496,1,1673,19,7,223.0,5,1
1149,15696,2644.46,32,0.04081632653061224,4,1022,6,8,171.0,6,1
1150,15316,165.0,326,1.0,0,100,0,1,1.0,1,0
1151,12673,610.52,4,0.006211180124223602,0,351,0,2,42.0,2,3
1152,15296,3610.31,43,0.0353356890459364,4,1757,9,6,194.0,6,1
1153,17988,191.17000000000002,11,0.025396825396825397,1,42,1,7,38.0,4,5
1154,12820,942.34,2,0.012345679012345678,0,722,0,4,59.0,4,5
1155,13001,9797.92,3,0.04643962848297214,2,5497,8,13,339.0,9,4
1156,14101,5976.79,73,0.023715415019762844,0,6942,0,6,35.0,6,1
1157,14238,146.85,325,1.0,0,111,0,1,8.0,1,0
1158,17730,5288.83,2,0.046296296296296294,2,3567,9,13,218.0,10,2
1159,13929,802.85,168,0.0189873417721519,1,139,4,2,9.0,2,3
1160,14657,838.27,17,0.016181229773462782,1,465,1,4,126.0,4,5
1161,13859,201.16,325,1.0,0,129,0,1,28.0,1,0
1162,18212,248.42,325,1.0,0,101,0,1,43.0,1,0
1163,14292,4819.33,7,0.0438871473354232,5,1643,20,9,100.0,9,4
1164,13883,2538.75,0,0.027607361963190184,4,1368,68,5,142.0,5,1
1165,18233,440.0,325,1.0,0,4,0,1,1.0,1,0
1166,17018,920.1,40,0.006993006993006993,0,176,0,2,16.0,2,3
1167,14242,280.55,234,0.021739130434782608,0,123,0,2,16.0,2,3
1168,12356,2811.43,22,0.009900990099009901,0,1591,0,3,59.0,3,5
1170,13898,155.93,325,1.0,0,133,0,1,12.0,1,0
1171,16948,399.02,138,0.015957446808510637,0,714,0,3,18.0,3,5
1172,16997,702.0,287,0.07894736842105263,0,360,0,3,12.0,2,3
1173,12527,348.71000000000004,81,0.012295081967213115,0,234,0,3,18.0,3,5
1174,15395,107.45,325,1.0,0,17,0,1,7.0,1,0
1175,12510,982.5699999999999,142,0.01092896174863388,0,353,0,2,33.0,2,3
1177,13263,7454.07,0,0.10802469135802469,0,4780,0,35,1677.0,11,2
1178,14428,1230.14,6,0.0220125786163522,2,428,8,5,144.0,6,1
1179,12451,8933.52,10,0.01910828025477707,1,6455,120,5,354.0,5,1
1180,12422,803.5600000000001,95,0.013043478260869565,0,370,0,3,39.0,3,5
1181,17708,267.08,187,0.014492753623188406,0,91,0,2,35.0,2,3
1182,14090,76.32000000000001,324,1.0,0,72,0,1,1.0,1,0
1183,15606,2422.64,56,0.041044776119402986,2,720,172,9,77.0,7,4
1184,15831,747.76,57,0.015037593984962405,1,1097,8,3,68.0,3,5
1185,13310,1083.63,8,0.0189873417721519,3,575,12,3,72.0,4,5
1186,14916,1264.84,70,0.01968503937007874,1,1132,4,4,77.0,3,5
1187,17602,5050.77,1,0.027950310559006212,2,4135,16,6,560.0,6,1
1188,14572,2799.69,2,0.03115264797507788,3,1325,3,7,269.0,6,1
1189,13502,292.0,16,0.00974025974025974,0,264,0,3,18.0,3,5
1190,14784,289.99,25,0.006711409395973154,0,237,0,2,15.0,2,3
1191,15938,404.58,111,0.02358490566037736,0,240,0,5,18.0,5,1
1192,12637,5953.25,66,0.042801556420233464,2,2990,12,8,390.0,6,1
1193,17418,463.46000000000004,41,0.0070921985815602835,0,289,0,2,30.0,2,3
1194,14779,386.15,280,0.06818181818181818,0,84,0,3,41.0,2,3
1195,16321,230.70000000000002,71,0.027777777777777776,2,78,57,5,12.0,3,5
1196,15262,178.95000000000002,323,1.0,0,73,0,1,10.0,1,0
1197,17862,330.9,323,1.0,0,100,0,1,11.0,1,0
1198,16892,496.84000000000003,0,0.021739130434782608,2,235,4,5,99.0,4,5
1199,12402,225.6,322,1.0,0,94,0,1,11.0,1,0
1200,17771,245.81,56,0.00749063670411985,0,287,0,2,54.0,2,3
1201,15422,97.7,322,2.0,0,38,0,2,6.0,1,0
1202,14770,876.42,231,0.02197802197802198,0,490,0,2,52.0,2,3
1203,16912,2528.67,22,0.046511627906976744,3,1014,15,11,101.0,7,4
1204,15174,135.75,322,1.0,0,145,0,1,11.0,1,0
1205,14895,11020.26,7,0.0761904761904762,4,4823,28,20,498.0,11,2
1206,12594,3320.2200000000003,37,0.038461538461538464,1,1776,1,10,118.0,9,4
1207,17504,2745.2799999999997,205,0.08547008547008547,1,1456,208,9,127.0,4,5
1208,16387,94.36,322,1.0,0,44,0,1,4.0,1,0
1209,12664,4863.88,7,0.031746031746031744,1,1202,1,9,37.0,7,4
1210,16618,2630.64,30,0.02054794520547945,1,1362,1,5,96.0,4,5
1211,17277,1065.3500000000001,227,0.020833333333333332,0,430,0,2,69.0,2,3
1212,14088,50415.49,9,0.04472843450479233,1,12593,72,13,589.0,6,1
1213,17094,270.20000000000005,317,0.4,1,148,4,1,14.0,1,3
1214,14692,582.05,136,0.026881720430107527,1,255,10,4,68.0,4,5
1215,12970,452.24,6,0.012658227848101266,0,310,0,4,151.0,2,3
1216,17889,203.87,211,0.01818181818181818,0,79,0,2,21.0,2,3
1217,17644,2768.98,0,0.0529595015576324,6,1741,52,11,157.0,11,2
1218,17714,153.0,320,1.0,0,92,0,1,10.0,1,0
1219,12916,2982.35,138,0.027472527472527472,1,1111,8,4,107.0,4,5
1220,17769,3960.63,12,0.038834951456310676,2,1857,5,10,310.0,6,1
1221,14450,483.25,180,0.02142857142857143,0,241,0,3,40.0,3,5
1222,16085,981.51,22,0.016778523489932886,0,636,0,5,167.0,5,1
1223,13659,1550.85,196,0.024193548387096774,1,879,15,2,104.0,2,3
1224,15167,163.0,320,1.0,0,67,0,1,41.0,1,0
1225,15443,3212.16,1,0.025078369905956112,1,1660,3,7,382.0,6,1
1226,14224,1050.12,109,0.01904761904761905,0,514,0,4,118.0,4,5
1227,13742,3102.42,16,0.046052631578947366,2,1116,8,12,321.0,7,4
1228,17673,1622.22,0,0.0219435736677116,1,1485,2,6,227.0,5,1
1229,12727,3947.7,10,0.02903225806451613,2,2085,13,7,139.0,6,1
1230,14068,265.85,319,1.0,0,73,0,1,24.0,1,0
1231,13068,344.0,9,0.0064516129032258064,0,200,0,2,2.0,2,3
1232,14368,155.0,319,1.0,0,36,0,1,8.0,1,0
1233,15497,1259.7,17,0.009900990099009901,1,622,2,2,15.0,2,3
1234,12559,536.21,310,0.3333333333333333,1,281,2,2,21.0,2,3
1235,13819,1140.35,301,0.15789473684210525,0,1109,0,3,36.0,2,3
1236,14501,190.31,63,0.01171875,1,119,42,2,10.0,3,5
1237,14782,200.10000000000002,319,1.0,0,114,0,1,6.0,1,0
1238,17861,2059.2,2,0.028391167192429023,1,1968,20,8,222.0,5,1
1239,14439,2661.24,319,1.0,0,526,0,1,32.0,1,0
1240,18161,1612.79,9,0.01935483870967742,1,810,2,5,80.0,5,1
1241,15820,206.98,319,1.0,0,128,0,1,17.0,1,0
1242,18136,761.83,62,0.01556420233463035,1,373,6,3,38.0,3,5
1243,16660,810.4499999999999,15,0.01644736842105263,1,451,120,4,16.0,3,5
1244,12693,830.96,120,0.03015075376884422,2,250,5,4,39.0,4,5
1245,12625,2614.32,211,0.027777777777777776,1,1577,35,2,86.0,3,5
1246,13396,1325.29,21,0.013422818791946308,2,592,8,2,43.0,2,3
1247,12935,2156.45,1,0.025157232704402517,1,1852,1,7,129.0,6,1
1248,16730,702.79,51,0.014925373134328358,1,898,96,3,82.0,4,5
1249,14541,1461.65,58,0.03065134099616858,0,647,0,8,111.0,6,1
1250,13551,91.80000000000001,318,1.0,0,12,0,1,4.0,1,0
1251,12421,806.27,15,0.01644736842105263,1,483,1,4,45.0,4,5
1252,15797,2207.4,112,0.01932367149758454,0,873,0,4,8.0,4,5
1253,15052,215.78,318,1.0,0,82,0,1,30.0,1,0
1254,14130,483.86,318,1.0,0,258,0,1,67.0,1,0
1255,15222,585.0,318,1.0,0,440,0,1,5.0,1,0
1256,13615,399.99,312,0.2857142857142857,1,183,6,1,23.0,1,3
1257,13901,2867.2,71,0.020242914979757085,0,1739,0,5,149.0,5,1
1258,13158,1201.06,94,0.017777777777777778,0,784,0,4,79.0,4,5
1259,14257,3087.27,50,0.022388059701492536,1,1677,5,5,106.0,5,1
1260,15218,5756.89,10,0.03559870550161812,0,3329,0,11,166.0,9,4
1261,15110,970.25,23,0.023728813559322035,3,240,6,4,35.0,5,1
1262,14534,4071.35,2,0.07886435331230283,7,1825,122,18,518.0,12,2
1263,15967,418.83,22,0.006756756756756757,0,211,0,2,84.0,2,3
1264,16757,106.83000000000001,318,1.0,0,81,0,1,7.0,1,0
1265,12854,1289.15,78,0.02074688796680498,2,622,5,3,110.0,3,5
1266,13815,4014.91,21,0.016835016835016835,1,2557,3,4,176.0,4,5
1267,18008,2116.19,69,0.03614457831325301,0,1581,0,9,30.0,5,1
1268,18277,97.63,57,0.007662835249042145,1,67,1,1,8.0,2,3
1269,14389,999.72,8,0.016129032258064516,3,702,27,2,45.0,5,1
1270,13703,99.5,317,1.0,0,10,0,1,1.0,1,0
1271,15339,557.57,65,0.011904761904761904,1,414,2,2,86.0,2,3
1272,12744,9120.39,51,0.03745318352059925,3,5234,7,7,222.0,4,5
1273,16222,846.72,317,1.0,0,365,0,1,137.0,1,0
1274,14341,2166.38,44,0.032846715328467155,1,1401,2,8,129.0,5,1
1275,13168,1310.14,35,0.01773049645390071,1,680,2,4,131.0,4,5
1276,16943,816.73,211,0.028037383177570093,0,145,0,3,33.0,3,5
1277,17515,639.02,30,0.013937282229965157,0,243,0,4,87.0,4,5
1278,17082,2003.85,32,0.006993006993006993,0,1049,0,2,81.0,2,3
1279,14248,302.58,317,1.0,0,102,0,1,8.0,1,0
1280,12609,1126.85,77,0.012448132780082987,0,648,0,3,60.0,3,5
1281,13002,120.94999999999999,317,1.0,0,73,0,1,7.0,1,0
1282,16133,14305.66,3,0.14603174603174604,13,8737,150,33,338.0,11,2
1283,13049,656.6800000000001,63,0.007874015748031496,0,268,0,2,14.0,2,3
1284,14548,652.8,150,0.011904761904761904,0,256,0,2,4.0,2,3
1285,13405,572.45,73,0.012295081967213115,0,164,0,3,26.0,3,5
1286,14049,5639.15,16,0.019867549668874173,2,3846,24,4,488.0,4,5
1287,16043,773.99,37,0.014234875444839857,0,503,0,4,39.0,4,5
1288,15812,1801.14,106,0.023696682464454975,0,922,0,5,41.0,5,1
1289,13837,271.24,211,0.018867924528301886,0,183,0,2,19.0,2,3
1290,17118,157.02,317,1.0,0,154,0,1,10.0,1,0
1291,14616,406.08000000000004,242,0.04,0,104,0,3,3.0,3,5
1292,14233,1447.51,43,0.01824817518248175,1,671,9,4,35.0,4,5
1293,17075,813.77,17,0.016666666666666666,1,289,3,4,77.0,4,5
1294,16714,911.53,218,0.04040404040404041,1,608,2,3,93.0,2,3
1295,13098,28658.88,0,0.12933753943217666,13,15911,57,28,572.0,12,2
1296,17027,848.59,78,0.029288702928870293,1,415,6,6,153.0,5,1
1297,12591,452.84999999999997,316,1.0,0,228,0,1,26.0,1,0
1298,17786,278.74,84,0.008620689655172414,0,200,0,2,72.0,2,3
1299,16124,187.15,315,1.0,1,41,7,1,11.0,1,0
1300,16409,2028.88,35,0.01773049645390071,0,1306,0,5,232.0,5,1
1301,13754,282.59999999999997,151,0.012048192771084338,0,214,0,2,12.0,2,3
1302,15227,1219.4,36,0.017793594306049824,0,750,0,5,58.0,4,5
1303,12997,1197.94,21,0.023728813559322035,3,648,16,4,59.0,4,5
1304,15215,615.99,44,0.02197802197802198,3,211,14,3,35.0,4,5
1305,16918,1043.34,49,0.026119402985074626,1,708,13,6,128.0,4,5
1306,16882,705.12,66,0.01195219123505976,0,424,0,3,39.0,3,5
1307,14442,1544.62,1,0.015822784810126583,3,475,7,2,63.0,3,5
1308,16496,1562.22,8,0.012944983818770227,1,1091,20,3,95.0,4,5
1309,12764,1693.88,316,1.0,0,386,0,1,45.0,1,0
1310,17311,1384.85,77,0.008368200836820083,0,1005,0,2,55.0,2,3
1311,15910,1232.18,0,0.02531645569620253,0,1015,0,8,267.0,8,4
1312,16949,1161.27,3,0.022364217252396165,1,790,1,6,60.0,6,1
1313,14970,1592.06,67,0.01606425702811245,0,250,0,4,34.0,4,5
1314,14701,2486.2200000000003,10,0.0392156862745098,3,909,23,9,335.0,6,1
1315,12645,1755.38,33,0.0176678445229682,1,1072,12,4,73.0,5,1
1316,12468,724.0400000000001,142,0.017241379310344827,1,364,2,2,38.0,3,5
1317,16767,5580.6,30,0.038461538461538464,0,4435,0,11,222.0,8,4
1318,14738,1289.94,38,0.032490974729241874,2,576,25,7,54.0,6,1
1319,17540,570.4,8,0.00974025974025974,1,193,1,2,25.0,3,5
1320,14239,2323.5,42,0.05128205128205128,2,986,7,11,112.0,8,4
1321,18125,1141.34,29,0.017421602787456445,1,803,1,4,196.0,4,5
1322,13328,1308.48,315,1.0,0,680,0,1,17.0,1,0
1323,15549,1655.76,76,0.016666666666666666,1,688,10,3,115.0,3,5
1324,15864,1769.7800000000002,21,0.027210884353741496,2,1044,148,6,20.0,6,1
1325,14662,771.17,28,0.013888888888888888,0,602,0,4,168.0,4,5
1326,17180,780.38,55,0.023076923076923078,2,680,3,4,128.0,3,5
1327,15057,1489.5,274,0.04878048780487805,0,668,0,2,25.0,2,3
1328,12574,218.45,315,1.0,0,61,0,1,11.0,1,0
1329,13330,1140.93,92,0.013392857142857142,0,751,0,3,53.0,3,5
1330,13552,3539.53,65,0.064,4,1386,31,12,109.0,7,4
1331,12853,1881.7,107,0.0430622009569378,3,782,18,6,78.0,5,1
1332,13538,1280.85,42,0.02564102564102564,0,175,0,7,25.0,7,4
1333,16755,1484.63,113,0.024752475247524754,2,1058,6,3,170.0,3,5
1334,14133,590.3399999999999,129,0.026737967914438502,2,342,6,3,28.0,3,5
1335,16523,9295.67,1,0.08917197452229299,7,4233,32,21,290.0,11,2
1336,14659,2456.53,8,0.03908794788273615,3,1183,12,9,253.0,9,4
1337,13141,2385.8,84,0.025974025974025976,1,1547,1,5,135.0,5,1
1338,15365,1330.45,25,0.03103448275862069,2,758,326,7,114.0,4,5
1339,13707,806.41,266,0.04081632653061224,0,351,0,2,48.0,2,3
1340,13709,6249.110000000001,3,0.05448717948717949,4,3501,15,13,336.0,7,4
1341,17329,523.11,13,0.006644518272425249,0,142,0,2,33.0,2,3
1342,14805,554.65,14,0.013377926421404682,0,115,0,4,47.0,3,5
1343,16897,213.03,298,0.2,1,58,15,2,37.0,2,3
1344,15579,348.6,68,0.008130081300813009,0,120,0,2,51.0,2,3
1345,14595,1740.6,19,0.02040816326530612,0,978,0,6,102.0,4,5
1346,13161,112.75,312,1.0,0,29,0,1,8.0,1,0
1347,15415,572.8100000000001,312,1.0,0,575,0,1,48.0,1,0
1348,17431,403.3,312,1.0,0,292,0,1,43.0,1,0
1349,17463,1881.36,15,0.020202020202020204,1,1090,5,5,215.0,5,1
1350,14502,2351.02,19,0.047619047619047616,3,1483,15,11,624.0,7,4
1351,12528,1922.28,8,0.02631578947368421,2,750,6,6,92.0,6,1
1352,15448,494.64,312,1.0,0,232,0,1,28.0,1,0
1353,17314,2514.76,24,0.03819444444444445,3,1884,12,8,131.0,7,4
1354,17373,646.92,39,0.014652014652014652,0,408,0,4,57.0,4,5
1355,18145,2861.55,12,0.013333333333333334,0,2625,0,4,221.0,4,5
1356,14467,598.76,17,0.013513513513513514,0,278,0,4,90.0,3,5
1357,12908,246.0,58,0.015748031496062992,2,0,1200,2,2.0,3,5
1358,15144,6530.04,7,0.05901639344262295,1,3026,24,17,217.0,9,4
1359,14776,2195.58,50,0.04961832061068702,2,2688,446,11,117.0,7,4
1360,16403,161.04999999999998,301,0.18181818181818182,1,103,11,1,10.0,2,3
1361,16407,2126.93,12,0.03333333333333333,0,1124,0,10,172.0,8,4
1362,17619,218.52,311,1.0,0,127,0,1,77.0,1,0
1363,12778,804.23,19,0.023890784982935155,1,824,1,6,50.0,5,1
1364,17256,240.0,106,0.00975609756097561,0,141,0,2,16.0,2,3
1365,17604,309.36,216,0.021052631578947368,0,169,0,2,63.0,2,3
1366,14006,962.19,115,0.015228426395939087,0,641,0,3,30.0,3,5
1367,13600,219.52,311,1.0,0,324,0,1,19.0,1,0
1368,15058,2124.9900000000002,24,0.03832752613240418,0,1069,0,11,276.0,8,4
1369,17147,1679.64,22,0.020689655172413793,2,878,4,4,81.0,4,5
1370,13881,16989.52,3,0.07119741100323625,2,10062,56,20,178.0,11,2
1371,16612,1187.66,32,0.014336917562724014,0,506,0,4,66.0,4,5
1373,17356,178.22,311,1.0,0,166,0,1,19.0,1,0
1374,12477,13117.01,22,0.031141868512110725,3,3620,33,6,300.0,6,1
1375,12836,2612.86,58,0.019762845849802372,0,1064,0,4,175.0,4,5
1376,13939,556.75,22,0.01384083044982699,1,843,4,3,45.0,3,5
1377,16745,7170.7,86,0.07964601769911504,1,6727,8,17,357.0,8,4
1378,13606,280.53999999999996,28,0.01060070671378092,0,279,0,3,43.0,3,5
1379,13494,316.26000000000005,311,1.0,0,162,0,1,18.0,1,0
1380,12929,105.1,121,0.010526315789473684,1,36,1,1,8.0,2,3
1381,16419,959.48,112,0.035,1,435,1,6,51.0,4,5
1382,17035,388.33,245,0.045454545454545456,1,201,28,2,28.0,2,3
1383,15203,1827.8,25,0.02097902097902098,0,1753,0,6,142.0,6,1
1384,16515,1627.13,51,0.019230769230769232,0,833,0,5,113.0,5,1
1385,12373,364.6,310,1.0,0,197,0,1,14.0,1,0
1386,18202,1396.99,199,0.026785714285714284,0,581,0,3,68.0,2,3
1387,12775,1351.24,16,0.020338983050847456,1,853,24,5,66.0,5,1
1388,14549,289.24,310,1.0,0,136,0,1,56.0,1,0
1389,15981,3408.48,24,0.027874564459930314,0,1866,0,8,97.0,8,4
1390,16110,1337.48,44,0.011235955056179775,0,733,0,3,354.0,3,5
1391,17376,203.2,70,0.008298755186721992,0,86,0,2,24.0,2,3
1392,13110,1452.8700000000001,30,0.02857142857142857,1,384,4,7,145.0,5,1
1393,16716,319.8000000000001,266,0.06666666666666667,1,44,76,2,2.0,2,3
1394,12676,1331.39,24,0.020905923344947737,0,670,0,6,45.0,6,1
1395,15940,31.799999999999997,310,2.0,1,3,1,1,1.0,1,0
1396,15971,4199.85,17,0.04081632653061224,0,1717,0,12,35.0,8,4
1397,14665,1258.38,60,0.027888446215139442,2,500,240,5,90.0,3,5
1398,14457,113.64,310,1.0,0,88,0,1,4.0,1,0
1399,15589,456.58,252,0.06779661016949153,1,242,1,3,29.0,3,5
1400,14411,1063.0,310,1.0,0,196,0,1,14.0,1,0
1401,17560,854.95,94,0.018518518518518517,0,635,0,4,26.0,4,5
1402,15226,154.41,310,1.0,0,71,0,1,8.0,1,0
1403,14460,383.34,109,0.01990049751243781,1,869,12,3,16.0,3,5
1404,16156,3024.62,8,0.0429042904290429,4,1270,38,9,130.0,8,4
